nro_socio,nombre_socio,sexo,estado_civil,fech_nacimiento,ingresos_socio,egresos_socio,nivel_educa,tipo_vivien,nro_carga_fam,tipo_vivien_orig,ciudad_orig,nro_credito
2000048,Gabriela Mendoza Cedeño,F,S,1978-12-02,5934.04,1947.26,P,PROPIA,0,FAMILIAR,Portoviejo,1
2000049,Jorge Moreira Lopez,M,S,1991-09-19,6087.56,2130.13,U,ARRENDADA,0,HIPOTECADA,Quito,1
2000050,Jorge Ponce Moreira,M,U,1996-07-15,2919.63,900.93,N,FAMILIAR,3,PROPIA,Manta,1
2000051,Gabriela Lopez Zambrano,F,S,1960-04-19,4667.11,1381.56,T,ARRENDADA,1,PROPIA,Loja,1
2000052,Jorge Mendoza Cedeño,M,C,1989-05-10,4971.68,1469.77,S,FAMILIAR,2,ARRENDADA,Guayaquil,1
2000053,Maria Torres Mendoza,F,S,1965-09-11,5122.42,2211.46,S,HIPOTECADA,5,ARRENDADA,Ambato,1
2000054,Andres Ponce Lopez,M,V,1993-11-11,2995.92,1176.03,N,PROPIA,4,ARRENDADA,Manta,1
2000055,Ana Ponce Vera,F,C,1974-02-09,3124.25,1066.86,N,PROPIA,3,ARRENDADA,Manta,1
2000056,Carlos Vera Ponce,M,V,1961-01-19,3939.67,1717.20,U,HIPOTECADA,2,HIPOTECADA,Machala,1
2000057,Luis Cedeño Mendoza,M,S,1957-02-27,5029.98,1476.95,S,ARRENDADA,2,HIPOTECADA,Quito,1
2000058,Ana Lopez Cedeño,F,S,1993-07-22,4737.21,2025.90,U,FAMILIAR,3,HIPOTECADA,Loja,1
2000059,Camila Moreira Cedeño,F,U,1991-09-13,4900.98,2055.36,N,PROPIA,2,FAMILIAR,Portoviejo,1
2000060,Andres Ponce Mendoza,M,U,1955-05-20,3023.66,1118.64,P,HIPOTECADA,1,HIPOTECADA,Cuenca,1
2000061,Carlos Cedeño Moreira,M,C,1973-04-26,5680.08,2358.66,P,FAMILIAR,5,HIPOTECADA,Quito,1
2000062,Gabriela Torres Vera,F,D,1955-05-17,2764.03,846.96,N,HIPOTECADA,4,ARRENDADA,Loja,1
2000063,Oscar Cedeño Cedeño,M,U,1975-01-29,3935.03,898.24,N,PROPIA,1,ARRENDADA,Machala,1
2000064,Diana Zambrano Zambrano,F,C,2002-02-05,4808.77,1626.73,N,PROPIA,1,ARRENDADA,Loja,1
2000065,Luis Moreira Zambrano,M,S,2000-02-19,4717.39,1438.89,S,HIPOTECADA,4,FAMILIAR,Manta,1
2000066,Jorge Zambrano Lopez,M,U,1962-11-12,3190.02,1409.50,T,HIPOTECADA,4,PROPIA,Machala,1
2000067,Miguel Ponce Cedeño,M,C,1957-12-28,2566.91,1092.48,S,ARRENDADA,4,ARRENDADA,Portoviejo,1
2000068,Diana Torres Zambrano,F,U,1975-11-11,3837.23,1625.67,S,FAMILIAR,0,ARRENDADA,Cuenca,1
2000069,Paola Zambrano Zambrano,F,C,1988-03-22,2910.46,927.77,N,FAMILIAR,3,HIPOTECADA,Manta,1
2000070,Maria Vera Torres,F,D,1961-03-20,5037.33,1758.65,T,FAMILIAR,2,ARRENDADA,Quito,1
2000071,Paola Vera Ponce,F,U,1964-02-28,2725.06,896.78,N,PROPIA,3,HIPOTECADA,Guayaquil,1
2000072,Camila Vera Cedeño,F,C,1988-02-03,4447.10,2019.58,P,PROPIA,0,ARRENDADA,Cuenca,1
2000073,Sofia Moreira Torres,F,D,1978-11-17,5602.68,2129.83,U,ARRENDADA,2,ARRENDADA,Manta,1
2000074,Diana Vera Torres,F,U,1978-06-10,2539.15,699.65,N,FAMILIAR,3,PROPIA,Portoviejo,1
2000075,Miguel Mendoza Moreira,M,D,1996-06-12,2281.26,816.38,S,HIPOTECADA,2,ARRENDADA,Machala,1
2000076,Gabriela Lopez Ponce,F,U,1955-11-28,6014.87,1676.41,P,ARRENDADA,3,ARRENDADA,Cuenca,1
2000077,Andres Ponce Zambrano,M,S,1964-05-11,5618.50,2159.81,T,FAMILIAR,5,FAMILIAR,Machala,1
2000078,Lucia Cedeño Cedeño,F,C,1964-02-28,4458.41,1513.80,T,FAMILIAR,0,FAMILIAR,Portoviejo,1
2000079,Lucia Moreira Mendoza,F,S,1955-02-17,4972.91,1693.99,P,FAMILIAR,5,PROPIA,Quito,1
2000080,Jorge Ponce Zambrano,M,D,1968-07-28,4048.42,940.06,T,ARRENDADA,1,PROPIA,Loja,1
2000081,Ana Zambrano Zambrano,F,U,2000-03-15,5503.76,2456.59,U,PROPIA,5,ARRENDADA,Guayaquil,1
2000082,Sofia Ponce Moreira,F,S,2001-10-18,5848.84,2308.35,P,PROPIA,1,PROPIA,Loja,1
2000083,Lucia Mendoza Lopez,F,U,1974-07-25,5985.76,2570.62,N,FAMILIAR,2,FAMILIAR,Loja,1
2000084,Lucia Lopez Cedeño,F,S,1958-01-13,4552.95,1330.59,U,HIPOTECADA,3,PROPIA,Machala,1
2000085,Oscar Lopez Lopez,M,S,1986-08-04,3810.59,1257.80,P,FAMILIAR,3,HIPOTECADA,Ambato,1
2000086,Miguel Torres Lopez,M,V,1998-12-19,3398.79,1287.72,N,HIPOTECADA,4,HIPOTECADA,Cuenca,1
2000087,Miguel Torres Zambrano,M,V,1966-03-05,5038.24,2417.80,P,ARRENDADA,1,FAMILIAR,Cuenca,1
2000088,Ana Cedeño Ponce,F,U,1981-09-22,4520.45,2000.83,P,PROPIA,2,ARRENDADA,Cuenca,1
2000089,Oscar Lopez Mendoza,M,U,1968-03-15,2924.60,1365.60,P,PROPIA,0,ARRENDADA,Ambato,1
2000090,Diana Vera Mendoza,F,D,1966-12-31,3285.65,1303.13,S,ARRENDADA,4,PROPIA,Manta,1
2000091,Andres Ponce Cedeño,M,V,1997-11-21,5202.54,1748.88,U,ARRENDADA,4,ARRENDADA,Manta,1
2000092,Jorge Torres Zambrano,M,S,1976-09-07,5534.10,1313.90,U,ARRENDADA,0,FAMILIAR,Portoviejo,1
2000093,Jorge Cedeño Vera,M,U,1995-08-05,4991.90,1613.92,S,ARRENDADA,5,ARRENDADA,Cuenca,1
2000094,Mateo Lopez Lopez,M,D,1976-03-10,4918.57,1803.78,P,ARRENDADA,2,HIPOTECADA,Manta,1
2000095,Lucia Vera Mendoza,F,D,1981-09-02,5938.50,1642.41,N,FAMILIAR,1,FAMILIAR,Ambato,1
2000096,Maria Moreira Vera,F,S,1987-06-09,5674.15,1859.25,S,ARRENDADA,4,ARRENDADA,Quito,1
2000097,Andres Moreira Ponce,M,D,1976-05-10,2374.67,780.24,N,ARRENDADA,2,PROPIA,Machala,1
2000098,Maria Moreira Lopez,F,V,1960-12-21,5700.76,2684.89,N,ARRENDADA,0,HIPOTECADA,Manta,1
2000099,Diego Lopez Moreira,M,D,1962-10-16,4997.31,2324.24,U,FAMILIAR,2,ARRENDADA,Machala,1
2000100,Oscar Zambrano Moreira,M,U,1961-04-15,4652.61,2110.17,P,HIPOTECADA,3,HIPOTECADA,Manta,1
2000101,Jorge Vera Ponce,M,C,2003-07-11,3858.75,937.11,S,HIPOTECADA,4,FAMILIAR,Portoviejo,1
2000102,Diego Lopez Vera,M,U,1958-01-26,5647.85,1879.63,U,PROPIA,0,HIPOTECADA,Machala,1
2000103,Ana Moreira Ponce,F,D,1994-12-07,4639.52,1091.97,T,HIPOTECADA,4,ARRENDADA,Manta,1
2000104,Paola Vera Cedeño,F,S,1970-10-24,2864.98,804.86,P,ARRENDADA,1,PROPIA,Quito,1
2000105,Diego Vera Zambrano,M,V,1987-07-23,4028.46,1096.63,N,HIPOTECADA,5,HIPOTECADA,Quito,1
2000106,Mateo Mendoza Zambrano,M,C,1986-03-05,2225.79,829.92,N,HIPOTECADA,0,FAMILIAR,Portoviejo,1
2000107,Carlos Cedeño Moreira,M,S,1978-02-19,5314.81,1639.01,P,ARRENDADA,3,ARRENDADA,Loja,1
2000108,Ana Zambrano Ponce,F,U,1986-10-03,4083.77,1539.50,T,ARRENDADA,5,FAMILIAR,Ambato,1
2000109,Camila Torres Lopez,F,C,1980-09-30,2493.68,822.56,S,FAMILIAR,5,PROPIA,Guayaquil,1
2000110,Lucia Torres Torres,F,C,1993-09-08,2924.99,674.45,T,HIPOTECADA,1,FAMILIAR,Loja,1
2000111,Jorge Lopez Torres,M,D,1975-07-12,5359.08,1312.45,N,PROPIA,3,FAMILIAR,Loja,1
2000112,Mateo Ponce Ponce,M,U,1963-11-02,5676.44,2157.76,P,HIPOTECADA,5,FAMILIAR,Quito,1
2000113,Jorge Ponce Zambrano,M,C,1985-05-15,5435.32,2567.91,P,FAMILIAR,5,HIPOTECADA,Portoviejo,1
2000114,Gabriela Torres Ponce,F,S,1992-12-16,4827.37,1837.58,N,PROPIA,0,ARRENDADA,Loja,1
2000115,Diana Torres Mendoza,F,U,1985-06-28,4521.50,1475.70,U,FAMILIAR,3,FAMILIAR,Manta,1
2000116,Lucia Lopez Ponce,F,C,1978-04-07,4018.88,1024.31,N,FAMILIAR,5,PROPIA,Guayaquil,1
2000117,Diego Moreira Moreira,M,C,1987-03-20,3316.05,914.70,U,HIPOTECADA,3,ARRENDADA,Loja,1
2000118,Carlos Vera Lopez,M,D,1955-12-15,2542.51,729.43,S,HIPOTECADA,5,HIPOTECADA,Quito,1
2000119,Jorge Cedeño Lopez,M,D,1986-10-04,4754.10,1314.54,S,PROPIA,1,HIPOTECADA,Loja,1
2000120,Camila Mendoza Torres,F,S,1981-08-03,5672.83,2264.59,T,FAMILIAR,2,HIPOTECADA,Cuenca,1
2000121,Maria Vera Vera,F,V,1965-03-16,5341.76,1696.87,U,ARRENDADA,0,PROPIA,Loja,1
2000122,Gabriela Mendoza Moreira,F,C,1993-04-20,3577.67,1060.28,N,HIPOTECADA,3,FAMILIAR,Loja,1
2000123,Diana Moreira Zambrano,F,S,1988-02-10,6101.94,2777.74,U,PROPIA,1,PROPIA,Ambato,1
2000124,Camila Zambrano Ponce,F,U,1975-07-23,5137.64,2336.40,N,HIPOTECADA,2,HIPOTECADA,Guayaquil,1
2000125,Ana Mendoza Vera,F,C,1966-04-06,4336.29,954.89,P,FAMILIAR,2,HIPOTECADA,Manta,1
2000126,Gabriela Cedeño Ponce,F,U,1992-12-18,5623.44,2052.18,U,PROPIA,3,FAMILIAR,Manta,1
2000127,Luis Zambrano Mendoza,M,U,1994-04-22,3553.50,1573.98,N,ARRENDADA,0,PROPIA,Quito,1
2000128,Paola Cedeño Zambrano,F,D,1957-12-31,5595.94,2265.03,S,FAMILIAR,1,HIPOTECADA,Portoviejo,1
2000129,Ana Torres Ponce,F,V,1968-09-29,4947.85,2208.60,P,ARRENDADA,3,ARRENDADA,Quito,1
2000130,Miguel Vera Moreira,M,S,1967-09-27,2847.67,896.67,T,FAMILIAR,1,FAMILIAR,Cuenca,1
2000131,Sofia Vera Vera,F,C,1965-06-08,2359.81,704.32,N,HIPOTECADA,4,HIPOTECADA,Loja,1
2000132,Gabriela Torres Mendoza,F,U,1979-09-25,4303.61,1036.67,P,FAMILIAR,4,HIPOTECADA,Quito,1
2000133,Gabriela Vera Ponce,F,C,2003-04-02,5903.91,1302.27,N,HIPOTECADA,3,PROPIA,Ambato,1
2000134,Miguel Ponce Ponce,M,V,1966-05-19,2433.43,1054.13,T,PROPIA,0,PROPIA,Loja,1
2000135,Diego Zambrano Vera,M,C,1994-01-25,3841.48,1589.88,N,HIPOTECADA,0,PROPIA,Manta,1
2000136,Oscar Moreira Mendoza,M,U,1991-10-27,3941.44,1382.87,S,HIPOTECADA,2,FAMILIAR,Machala,1
2000137,Lucia Moreira Moreira,F,C,2000-05-23,5060.88,2300.71,S,FAMILIAR,3,PROPIA,Machala,1
2000138,Miguel Ponce Torres,M,C,1992-06-27,5382.70,1961.12,U,PROPIA,5,FAMILIAR,Portoviejo,1
2000139,Sofia Zambrano Vera,F,C,1995-12-04,2392.87,1077.00,N,ARRENDADA,4,HIPOTECADA,Loja,1
2000140,Luis Ponce Mendoza,M,S,1975-03-14,2757.32,971.55,S,ARRENDADA,5,HIPOTECADA,Cuenca,1
2000141,Gabriela Zambrano Ponce,F,D,1999-08-26,5454.51,2261.87,P,ARRENDADA,0,HIPOTECADA,Guayaquil,1
2000142,Miguel Zambrano Vera,M,U,1956-10-21,2606.50,1114.49,S,FAMILIAR,5,ARRENDADA,Guayaquil,1
2000143,Miguel Ponce Lopez,M,C,1979-08-20,4337.79,1062.64,N,FAMILIAR,5,FAMILIAR,Guayaquil,1
2000144,Paola Vera Ponce,F,V,1979-04-07,3334.85,1209.77,U,ARRENDADA,1,PROPIA,Guayaquil,1
2000145,Oscar Torres Moreira,M,U,1974-09-05,6049.03,2481.05,S,HIPOTECADA,4,PROPIA,Ambato,1
2000146,Gabriela Torres Zambrano,F,D,1958-04-29,5305.73,1202.75,S,FAMILIAR,1,HIPOTECADA,Ambato,1
2000147,Luis Torres Torres,M,C,1997-12-05,5930.47,2001.45,N,HIPOTECADA,4,PROPIA,Loja,1
2000148,Diego Moreira Zambrano,M,U,1993-10-17,3265.12,1417.75,N,ARRENDADA,2,HIPOTECADA,Guayaquil,1
2000149,Diana Zambrano Moreira,F,S,1980-03-26,3048.20,713.34,U,ARRENDADA,5,HIPOTECADA,Quito,1
2000150,Paola Lopez Vera,F,U,1957-11-09,3007.12,1259.09,T,FAMILIAR,0,HIPOTECADA,Portoviejo,1
2000151,Miguel Cedeño Mendoza,M,V,1959-08-04,5194.66,2399.44,T,FAMILIAR,1,HIPOTECADA,Cuenca,1
2000152,Carlos Cedeño Torres,M,D,1979-08-09,4413.04,1531.11,N,ARRENDADA,3,FAMILIAR,Machala,1
2000153,Camila Zambrano Moreira,F,U,2001-01-13,5415.40,1434.59,S,FAMILIAR,5,ARRENDADA,Manta,1
2000154,Diego Ponce Zambrano,M,U,1960-06-01,4425.36,2040.20,T,HIPOTECADA,3,FAMILIAR,Loja,1
2000155,Maria Torres Mendoza,F,U,1986-05-30,3040.78,1284.34,P,PROPIA,3,FAMILIAR,Manta,1
2000156,Maria Lopez Vera,F,D,1956-01-09,2457.57,735.95,T,FAMILIAR,1,ARRENDADA,Quito,1
2000157,Maria Ponce Ponce,F,V,1979-09-22,4102.44,1307.14,P,FAMILIAR,0,FAMILIAR,Manta,1
2000158,Camila Ponce Torres,F,C,1984-07-21,5116.03,2351.56,N,ARRENDADA,5,ARRENDADA,Machala,1
2000159,Luis Mendoza Mendoza,M,S,1978-06-19,5535.28,2227.18,T,FAMILIAR,0,ARRENDADA,Cuenca,1
2000160,Luis Cedeño Lopez,M,D,1965-03-24,5002.32,1891.94,T,HIPOTECADA,1,HIPOTECADA,Quito,1
2000161,Andres Moreira Torres,M,V,2001-09-08,5580.63,2417.27,S,HIPOTECADA,0,PROPIA,Portoviejo,1
2000162,Andres Cedeño Cedeño,M,D,1991-05-11,4481.00,1424.60,U,FAMILIAR,0,PROPIA,Guayaquil,1
2000163,Paola Moreira Lopez,F,V,1965-02-28,5045.36,1254.02,U,PROPIA,3,FAMILIAR,Manta,1
2000164,Carlos Lopez Vera,M,S,1983-12-01,2799.21,1223.82,P,PROPIA,0,FAMILIAR,Machala,1
2000165,Diego Lopez Torres,M,D,1965-03-31,3205.20,1532.48,T,PROPIA,5,PROPIA,Cuenca,1
2000166,Camila Cedeño Lopez,F,U,1997-05-23,5263.29,2230.78,S,HIPOTECADA,1,PROPIA,Guayaquil,1
2000167,Miguel Cedeño Lopez,M,U,1968-10-04,2517.94,635.61,P,HIPOTECADA,0,HIPOTECADA,Cuenca,1
2000168,Carlos Torres Ponce,M,U,1973-07-16,5348.55,1733.14,N,HIPOTECADA,5,FAMILIAR,Ambato,1
2000169,Paola Vera Cedeño,F,D,1973-12-07,5314.12,2508.32,S,FAMILIAR,0,PROPIA,Cuenca,1
2000170,Miguel Vera Cedeño,M,U,1980-03-29,3534.82,1608.67,U,FAMILIAR,2,ARRENDADA,Quito,1
2000171,Oscar Ponce Cedeño,M,U,1957-08-05,4364.51,2076.88,T,FAMILIAR,1,HIPOTECADA,Machala,1
2000172,Diana Zambrano Torres,F,U,1973-05-16,2242.91,913.77,P,FAMILIAR,3,HIPOTECADA,Guayaquil,1
2000173,Miguel Zambrano Vera,M,V,1994-07-14,2491.94,981.28,S,ARRENDADA,2,PROPIA,Portoviejo,1
2000174,Lucia Vera Torres,F,C,1961-01-05,5317.39,1617.74,S,HIPOTECADA,5,FAMILIAR,Machala,1
2000175,Luis Lopez Zambrano,M,S,1960-09-14,2245.82,620.55,N,ARRENDADA,0,ARRENDADA,Guayaquil,1
2000176,Mateo Vera Ponce,M,D,2001-08-21,4410.06,1621.17,U,FAMILIAR,0,HIPOTECADA,Quito,1
2000177,Carlos Cedeño Cedeño,M,D,1997-05-04,2781.64,1242.99,T,ARRENDADA,3,FAMILIAR,Ambato,1
2000178,Carlos Torres Zambrano,M,U,1976-02-03,4301.42,1262.52,T,ARRENDADA,1,PROPIA,Portoviejo,1
2000179,Ana Mendoza Moreira,F,C,1992-06-10,3611.23,977.51,T,ARRENDADA,4,PROPIA,Quito,1
2000180,Lucia Ponce Mendoza,F,V,1964-07-13,3066.90,1457.12,N,PROPIA,4,HIPOTECADA,Cuenca,1
2000181,Carlos Ponce Vera,M,U,1981-05-22,3758.60,1191.39,U,HIPOTECADA,5,ARRENDADA,Quito,1
2000182,Paola Zambrano Ponce,F,U,1985-08-13,2652.07,1057.54,U,FAMILIAR,4,ARRENDADA,Manta,1
2000183,Paola Mendoza Mendoza,F,U,1992-11-14,5899.66,2111.20,P,PROPIA,3,HIPOTECADA,Manta,1
2000184,Mateo Cedeño Lopez,M,D,1993-03-18,3748.50,1213.90,N,FAMILIAR,0,HIPOTECADA,Portoviejo,1
2000185,Jorge Ponce Zambrano,M,U,1969-09-18,3000.90,1414.70,S,FAMILIAR,5,HIPOTECADA,Portoviejo,1
2000186,Jorge Ponce Zambrano,M,D,1988-06-21,5047.60,1712.07,U,PROPIA,2,PROPIA,Ambato,1
2000187,Luis Moreira Vera,M,V,1979-03-22,4577.04,2044.47,P,PROPIA,2,HIPOTECADA,Guayaquil,1
2000188,Oscar Moreira Zambrano,M,S,1987-02-28,4238.38,1553.82,P,HIPOTECADA,5,PROPIA,Machala,1
2000189,Gabriela Mendoza Mendoza,F,U,1977-06-17,3088.60,804.94,P,FAMILIAR,1,FAMILIAR,Portoviejo,1
2000190,Maria Mendoza Cedeño,F,V,1979-03-04,2029.78,1521.50,S,HIPOTECADA,3,FAMILIAR,Loja,1
2000191,Diego Cedeño Vera,M,C,1999-03-31,1647.48,972.30,P,ARRENDADA,1,HIPOTECADA,Machala,1
2000192,Diego Ponce Ponce,M,C,2001-03-17,3199.75,1551.85,T,PROPIA,1,PROPIA,Cuenca,1
2000193,Sofia Zambrano Mendoza,F,V,1973-01-02,2992.70,1572.40,P,HIPOTECADA,3,FAMILIAR,Portoviejo,1
2000194,Lucia Torres Zambrano,F,C,2000-04-07,1790.29,1349.10,P,PROPIA,1,FAMILIAR,Quito,1
2000195,Carlos Cedeño Cedeño,M,C,1963-12-14,1897.66,1498.26,P,ARRENDADA,5,PROPIA,Loja,1
2000196,Oscar Cedeño Torres,M,V,1998-12-22,3226.16,1941.64,T,HIPOTECADA,2,FAMILIAR,Quito,1
2000197,Gabriela Cedeño Moreira,F,V,1967-08-10,2211.27,1268.48,S,PROPIA,3,PROPIA,Portoviejo,1
2000198,Mateo Lopez Cedeño,M,D,1978-01-24,993.89,581.62,P,PROPIA,5,PROPIA,Machala,1
2000199,Mateo Lopez Cedeño,M,D,1999-08-27,1021.12,669.25,U,ARRENDADA,2,PROPIA,Machala,1
2000200,Oscar Ponce Vera,M,V,1978-12-13,3126.99,2542.92,S,PROPIA,5,FAMILIAR,Manta,1
2000201,Diego Moreira Cedeño,M,V,1961-08-05,2179.48,1702.68,P,PROPIA,3,FAMILIAR,Machala,1
2000202,Oscar Mendoza Vera,M,C,1959-03-22,2813.88,1929.04,T,FAMILIAR,4,HIPOTECADA,Loja,1
2000203,Miguel Lopez Mendoza,M,U,1963-01-22,1113.34,534.94,U,PROPIA,2,FAMILIAR,Manta,1
2000204,Mateo Zambrano Mendoza,M,C,1996-11-13,3460.23,1682.34,S,PROPIA,3,PROPIA,Loja,1
2000205,Carlos Ponce Vera,M,V,1957-01-08,2327.44,1867.30,P,FAMILIAR,3,PROPIA,Quito,1
2000206,Sofia Cedeño Moreira,F,V,1986-05-31,1040.77,806.80,U,HIPOTECADA,2,HIPOTECADA,Loja,1
2000207,Camila Moreira Mendoza,F,D,1962-06-20,1389.02,1034.01,U,PROPIA,2,ARRENDADA,Cuenca,1
2000208,Andres Cedeño Zambrano,M,C,1986-01-18,3233.16,2640.75,P,PROPIA,3,HIPOTECADA,Cuenca,1
2000209,Paola Moreira Moreira,F,D,1957-12-15,2344.04,1247.75,S,PROPIA,3,ARRENDADA,Cuenca,1
2000210,Paola Cedeño Lopez,F,C,1961-09-15,2673.69,1421.48,T,ARRENDADA,1,FAMILIAR,Guayaquil,1
2000211,Mateo Mendoza Ponce,M,S,1974-03-02,1828.38,1315.85,S,HIPOTECADA,1,PROPIA,Cuenca,1
2000212,Diego Lopez Ponce,M,V,1957-06-09,1058.53,604.64,P,HIPOTECADA,4,PROPIA,Quito,1
2000213,Oscar Moreira Lopez,M,V,1961-11-03,1515.72,844.63,U,HIPOTECADA,1,HIPOTECADA,Machala,1
