fecha_trn,nro_socio,cuenta,signo_nc_nd,valor_trn,causal_trn,correccion,saldo_contable,saldo_disponible
2026-05-16,2000263,4000263,D,849.35,33,N,447.04,431.72
2026-05-21,2000232,4000232,D,101.94,33,N,3144.92,3138.63
2026-05-16,2000232,4000232,D,474.82,33,N,3002.31,2987.60
2026-05-11,2000232,4000232,D,161.01,33,N,2355.44,2346.29
2026-05-06,2000232,4000232,C,489.55,1,N,3161.36,3126.50
2026-05-01,2000232,4000232,D,440.52,2,N,2482.27,2458.63
2026-04-26,2000232,4000232,C,771.26,8,N,3494.68,3480.22
2026-04-21,2000232,4000232,C,628.28,1,N,2938.50,2932.49
2026-04-16,2000232,4000232,C,497.17,33,N,2549.08,2521.97
2026-03-12,2000338,4000338,D,41.06,12,N,446.38,443.26
2026-05-06,2000338,4000338,D,490.26,1,N,0.00,0.00
2026-03-22,2000338,4000338,C,503.51,2,N,503.51,470.67
2026-04-09,2000338,4000338,C,177.20,1,N,680.71,643.12
2026-05-16,2000478,4000478,C,29.06,2,N,1789.14,1771.31
2026-03-24,2000164,4000164,C,508.41,1,N,6649.18,6620.75
2026-04-13,2000164,4000164,C,1041.23,2,N,7690.41,7657.06
2026-05-21,2000248,4000248,C,672.72,8,N,3423.85,3405.92
2026-05-16,2000248,4000248,D,887.79,1,N,3287.83,3262.30
2026-05-11,2000248,4000248,C,645.73,8,N,2786.70,2764.08
2026-05-06,2000248,4000248,C,426.56,2,N,4298.89,4295.34
2026-05-15,2000352,4000352,C,603.84,12,N,967.43,930.32
2026-05-21,2000283,4000283,C,673.51,33,N,3616.38,3599.96
2026-05-16,2000283,4000283,D,362.60,1,N,3486.77,3465.77
2026-05-11,2000283,4000283,D,508.00,33,N,3907.67,3881.87
2026-05-06,2000283,4000283,D,345.77,1,N,3407.49,3375.79
2026-05-01,2000283,4000283,C,438.63,1,N,4256.43,4248.93
2026-04-26,2000283,4000283,C,711.57,33,N,2910.90,2880.75
2026-04-06,2000110,4000110,D,446.03,2,N,8165.90,8132.04
2026-04-19,2000110,4000110,C,1503.25,2,N,9669.16,9630.53
2026-05-01,2000401,4000401,D,265.48,2,N,0.00,0.00
2026-04-07,2000401,4000401,D,109.44,1,N,0.00,0.00
2026-05-16,2000087,4000087,C,166.93,33,N,20833.87,20822.05
2026-04-29,2000087,4000087,D,540.20,2,N,20293.67,20256.38
2026-03-26,2000046,4000046,C,741.69,2,N,19409.65,19376.16
2026-03-06,2000024,4000024,C,299.38,8,N,18637.14,18609.34
2026-04-13,2000024,4000024,C,1249.79,1,N,19886.94,19873.20
2026-04-05,2000152,4000152,D,1364.52,5,N,7526.25,7495.29
2026-03-22,2000152,4000152,C,1782.06,2,N,9308.31,9283.46
2026-04-03,2000148,4000148,C,395.53,5,N,20146.91,20108.53
2026-03-16,2000148,4000148,C,320.79,1,S,20467.70,20455.04
2026-05-21,2000313,4000313,C,766.53,2,N,2883.46,2880.54
2026-05-16,2000313,4000313,C,787.26,8,N,2774.90,2741.27
2026-05-11,2000313,4000313,D,320.07,33,N,2571.32,2556.85
2026-05-06,2000313,4000313,C,345.01,1,N,2317.79,2286.00
2026-03-20,2000131,4000131,D,1411.58,21,N,19712.97,19676.67
2026-03-08,2000063,4000063,D,1530.02,5,N,11301.53,11263.11
2026-05-09,2000144,4000144,C,630.05,33,N,12780.72,12741.03
2026-05-03,2000144,4000144,C,1615.62,8,N,14396.34,14362.06
2026-04-30,2000144,4000144,C,611.17,12,N,15007.51,14979.63
2026-03-25,2000368,4000368,D,263.52,21,N,51.28,29.10
2026-05-09,2000368,4000368,D,408.39,21,N,0.00,0.00
2026-05-03,2000368,4000368,D,411.58,8,N,0.00,0.00
2026-03-07,2000068,4000068,D,494.26,1,N,4237.62,4223.50
2026-05-15,2000068,4000068,C,417.43,12,N,4655.05,4622.45
2026-04-13,2000068,4000068,D,873.53,5,N,3781.52,3771.57
2026-05-21,2000329,4000329,D,536.22,33,N,5341.91,5340.77
2026-05-16,2000329,4000329,D,290.29,8,N,5150.18,5145.89
2026-05-11,2000329,4000329,D,550.15,8,N,5166.92,5162.63
2026-05-06,2000329,4000329,D,314.61,8,N,6115.00,6096.46
2026-05-01,2000329,4000329,C,323.65,33,N,5419.31,5408.59
2026-04-26,2000329,4000329,D,862.46,8,N,5655.80,5654.33
2026-04-21,2000329,4000329,C,505.49,33,N,4460.53,4439.42
2026-04-16,2000329,4000329,C,165.26,1,N,4600.13,4570.47
2026-05-01,2000471,4000471,D,236.47,12,N,1527.46,1508.39
2026-05-21,2000303,4000303,D,324.85,33,N,4053.49,4053.24
2026-05-16,2000303,4000303,C,827.18,33,N,3936.16,3901.56
2026-05-11,2000303,4000303,C,743.27,2,N,3364.00,3361.85
2026-05-06,2000303,4000303,C,765.64,2,N,4114.15,4095.41
2026-05-01,2000303,4000303,D,275.75,1,N,3731.09,3730.64
2026-04-26,2000303,4000303,D,344.07,8,N,4887.51,4875.44
2026-04-21,2000303,4000303,D,775.75,8,N,4359.98,4347.77
2026-04-16,2000303,4000303,C,537.29,33,N,4615.90,4610.75
2026-05-21,2000195,4000195,C,130.88,33,N,219.31,214.27
2026-05-16,2000195,4000195,C,839.05,2,N,123.63,116.45
2026-05-11,2000195,4000195,C,503.02,1,N,0.00,0.00
2026-05-06,2000195,4000195,D,857.29,1,N,640.57,637.34
2026-05-01,2000195,4000195,C,595.81,1,N,126.16,125.91
2026-04-26,2000195,4000195,C,359.65,33,N,0.00,0.00
2026-04-05,2000073,4000073,C,1475.27,12,N,7093.07,7084.77
2026-03-14,2000073,4000073,C,1250.44,5,N,8343.51,8331.56
2026-05-11,2000178,4000178,C,482.59,1,N,21995.96,21966.60
2026-04-13,2000178,4000178,D,990.94,8,N,21005.02,20980.54
2026-05-21,2000221,4000221,C,304.98,8,N,615.87,594.08
2026-05-16,2000221,4000221,C,793.42,1,N,548.50,526.98
2026-05-11,2000221,4000221,D,111.70,1,N,417.28,414.45
2026-05-06,2000221,4000221,D,677.13,33,N,1016.42,999.21
2026-05-01,2000221,4000221,D,457.00,33,N,64.05,34.67
2026-04-26,2000221,4000221,D,312.12,2,N,0.00,0.00
2026-04-21,2000221,4000221,D,400.69,2,N,0.00,0.00
2026-04-16,2000221,4000221,D,558.19,2,N,967.27,932.49
2026-04-21,2000343,4000343,D,483.20,5,N,0.00,0.00
2026-04-28,2000343,4000343,D,526.55,12,S,0.00,0.00
2026-05-04,2000343,4000343,D,358.98,2,N,0.00,0.00
2026-05-21,2000284,4000284,D,356.07,1,N,3428.66,3419.52
2026-05-16,2000284,4000284,D,633.16,1,N,3284.91,3277.09
2026-05-11,2000284,4000284,C,836.30,33,N,3838.88,3826.79
2026-05-06,2000284,4000284,D,281.78,2,N,4071.93,4064.35
2026-05-01,2000284,4000284,C,590.93,1,N,3841.40,3809.40
2026-04-26,2000284,4000284,C,540.35,8,N,3972.50,3966.71
2026-04-21,2000284,4000284,D,827.08,1,N,4193.38,4159.70
2026-04-16,2000284,4000284,C,589.42,2,N,2584.13,2575.66
2026-05-21,2000253,4000253,D,781.23,33,N,4441.29,4434.05
2026-05-16,2000253,4000253,C,525.78,2,N,4274.32,4241.38
2026-05-11,2000253,4000253,C,858.61,33,N,5101.63,5090.39
2026-05-06,2000253,4000253,C,207.38,2,N,4108.35,4098.33
2026-05-01,2000253,4000253,D,894.45,8,N,4568.71,4542.06
2026-04-26,2000253,4000253,D,826.53,1,N,4849.62,4819.53
2026-04-21,2000253,4000253,C,319.81,33,N,4959.05,4956.00
2026-04-16,2000253,4000253,D,195.75,33,N,4380.95,4346.47
2026-05-21,2000304,4000304,D,106.68,2,N,21937.51,21929.96
2026-05-16,2000304,4000304,C,871.46,33,N,21319.23,21311.96
2026-05-12,2000189,4000189,D,642.09,8,N,1934.75,1930.01
2026-04-08,2000056,4000056,C,1538.78,2,N,6745.99,6719.16
2026-04-12,2000380,4000380,C,542.28,8,N,968.01,930.31
2026-04-04,2000380,4000380,D,623.59,12,N,344.42,305.62
2026-05-03,2000380,4000380,D,53.50,2,N,290.92,280.10
2026-05-12,2000451,4000451,D,84.85,8,N,860.48,832.16
2026-04-19,2000031,4000031,C,195.91,2,N,4613.37,4600.85
2026-03-28,2000031,4000031,D,218.55,8,N,4394.81,4365.56
2026-04-05,2000009,4000009,D,1535.00,33,N,18662.20,18652.24
2026-04-08,2000086,4000086,C,1178.06,5,N,12516.40,12512.36
2026-05-03,2000086,4000086,D,258.66,2,N,12257.73,12237.02
2026-04-17,2000375,4000375,C,421.51,8,N,928.40,927.25
2026-05-21,2000295,4000295,D,824.72,8,N,332.15,302.29
2026-05-16,2000295,4000295,D,509.18,1,N,276.37,251.30
2026-05-11,2000295,4000295,D,282.77,1,N,763.58,747.44
2026-05-06,2000295,4000295,D,820.35,2,N,77.95,76.14
2026-03-08,2000122,4000122,C,1090.73,1,N,6422.22,6383.70
2026-05-05,2000122,4000122,D,270.92,2,N,6151.30,6138.21
2026-05-21,2000307,4000307,D,750.89,8,N,2247.37,2233.09
2026-05-16,2000307,4000307,D,301.89,1,N,2154.04,2123.86
2026-05-11,2000307,4000307,D,726.04,2,N,2330.13,2299.13
2026-05-06,2000307,4000307,C,704.65,2,N,2732.77,2723.11
2026-04-09,2000374,4000374,C,545.05,1,N,578.77,542.65
2026-04-04,2000374,4000374,D,517.32,5,N,61.45,48.78
2026-03-21,2000374,4000374,D,509.08,8,N,0.00,0.00
2026-04-17,2000374,4000374,D,204.65,5,N,0.00,0.00
2026-03-08,2000160,4000160,D,1751.58,1,N,14782.85,14742.93
2026-05-21,2000281,4000281,D,140.06,1,N,19316.01,19281.12
2026-05-16,2000281,4000281,D,797.85,1,N,18719.47,18695.89
2026-05-11,2000281,4000281,C,495.09,8,N,18899.86,18872.97
2026-05-06,2000281,4000281,C,187.87,33,N,19809.14,19783.96
2026-03-11,2000067,4000067,C,1467.26,21,N,20132.35,20103.93
2026-05-21,2000296,4000296,C,517.50,1,N,13100.01,13076.82
2026-05-16,2000296,4000296,D,288.94,1,N,12692.30,12674.47
2026-05-11,2000296,4000296,D,357.24,2,N,13669.43,13639.37
2026-05-06,2000296,4000296,D,787.66,33,N,13764.36,13756.95
2026-05-01,2000296,4000296,D,412.27,1,N,13658.68,13628.39
2026-04-26,2000296,4000296,D,125.57,8,N,12707.56,12689.21
2026-03-31,2000145,4000145,D,1462.66,12,N,6739.98,6731.90
2026-03-09,2000083,4000083,C,539.39,8,N,7654.55,7616.89
2026-04-08,2000483,4000483,C,761.96,8,N,2453.78,2427.19
2026-03-05,2000346,4000346,D,561.32,8,N,0.00,0.00
2026-05-08,2000346,4000346,D,482.03,21,N,0.00,0.00
2026-03-15,2000346,4000346,D,93.18,12,N,0.00,0.00
2026-04-09,2000346,4000346,C,455.80,1,N,455.80,450.62
2026-05-21,2000262,4000262,D,119.59,1,N,5477.30,5445.04
2026-05-16,2000262,4000262,C,226.42,2,N,5292.32,5262.68
2026-05-11,2000262,4000262,D,788.98,2,N,5620.70,5594.83
2026-05-06,2000262,4000262,D,238.31,8,N,4885.72,4866.54
2026-05-01,2000262,4000262,D,308.76,33,N,6188.29,6179.96
2026-04-26,2000262,4000262,D,814.26,1,N,4755.80,4751.03
2026-03-28,2000012,4000012,C,1506.10,1,N,8025.09,7992.87
2026-04-12,2000012,4000012,C,1759.53,21,N,9784.61,9780.82
2026-03-18,2000012,4000012,C,438.27,5,N,10222.88,10189.00
2026-05-21,2000220,4000220,D,405.73,2,N,239.14,231.50
2026-05-16,2000220,4000220,D,819.50,8,N,184.24,175.29
2026-05-11,2000220,4000220,C,827.32,8,N,0.00,0.00
2026-05-06,2000220,4000220,C,840.20,8,N,814.98,807.64
2026-05-01,2000220,4000220,C,521.30,8,N,390.89,369.37
2026-04-26,2000220,4000220,D,613.48,33,N,714.69,708.12
2026-04-21,2000220,4000220,D,315.57,8,N,133.83,124.97
2026-04-16,2000220,4000220,D,658.73,33,N,848.39,823.53
2026-05-04,2000154,4000154,C,695.19,1,S,21014.35,20998.61
2026-05-21,2000293,4000293,C,728.98,2,N,13242.03,13238.18
2026-05-16,2000293,4000293,D,760.35,33,N,12852.58,12833.86
2026-05-11,2000293,4000293,D,798.84,33,N,12483.01,12459.48
2026-05-06,2000293,4000293,C,466.39,1,N,13190.25,13179.05
2026-05-01,2000293,4000293,C,262.90,8,N,14078.95,14054.98
2026-04-26,2000293,4000293,D,596.73,2,N,12816.53,12788.59
2026-05-21,2000249,4000249,D,564.79,8,N,16901.72,16876.23
2026-05-16,2000249,4000249,D,480.07,33,N,16435.67,16407.49
2026-05-11,2000249,4000249,D,718.48,33,N,17165.13,17159.71
2026-05-06,2000249,4000249,C,536.96,33,N,16470.29,16468.66
2026-05-01,2000249,4000249,D,355.19,1,N,16628.09,16612.97
2026-04-26,2000249,4000249,C,174.47,1,N,17267.12,17241.28
2026-05-14,2000423,4000423,D,163.50,2,N,0.00,0.00
2026-05-21,2000223,4000223,D,112.72,1,N,22571.86,22552.65
2026-05-16,2000223,4000223,D,165.90,33,N,21950.02,21946.64
2026-05-11,2000223,4000223,C,374.23,8,N,22846.87,22812.40
2026-05-06,2000223,4000223,C,311.01,1,N,22864.50,22852.08
2026-05-08,2000497,4000497,D,472.71,1,N,422.41,414.10
2026-04-25,2000039,4000039,C,887.97,12,N,21862.75,21846.43
2026-03-26,2000001,4000001,C,705.17,8,N,9708.17,9692.40
2026-05-21,2000244,4000244,D,370.35,33,N,14828.79,14826.50
2026-05-16,2000244,4000244,C,558.17,1,N,14451.42,14423.75
2026-05-11,2000244,4000244,C,150.68,2,N,14480.96,14469.74
2026-05-06,2000244,4000244,D,290.38,8,N,15001.94,14997.79
2026-05-21,2000226,4000226,C,443.13,1,N,2106.45,2089.34
2026-05-16,2000226,4000226,D,830.40,1,N,1969.48,1962.01
2026-05-21,2000225,4000225,C,835.38,33,N,15396.76,15370.86
2026-05-16,2000225,4000225,D,347.01,33,N,14950.15,14928.47
2026-05-11,2000225,4000225,C,787.17,8,N,16162.30,16138.98
2026-05-06,2000225,4000225,C,93.85,33,N,14988.53,14979.36
2026-05-01,2000225,4000225,C,417.66,1,N,15916.54,15887.71
2026-04-26,2000225,4000225,C,528.17,1,N,16212.78,16208.99
2026-04-02,2000425,4000425,C,294.52,21,N,768.30,763.61
2026-03-20,2000098,4000098,D,1397.99,21,N,11852.79,11852.49
2026-04-02,2000098,4000098,C,1372.10,5,N,13224.89,13212.97
2026-03-24,2000098,4000098,C,1045.55,5,N,14270.44,14239.75
2026-05-21,2000316,4000316,C,245.98,1,N,5328.15,5312.76
2026-05-16,2000316,4000316,D,833.86,1,N,5134.82,5121.42
2026-05-11,2000316,4000316,C,237.22,2,N,4680.42,4677.53
2026-05-06,2000316,4000316,C,179.99,8,N,5667.95,5656.36
2026-05-01,2000316,4000316,C,414.58,1,N,4782.02,4753.18
2026-04-26,2000316,4000316,D,118.00,8,N,5273.06,5265.02
2026-04-21,2000316,4000316,D,91.92,33,N,4513.51,4486.58
2026-04-16,2000316,4000316,D,758.83,2,N,5196.54,5184.28
2026-05-21,2000311,4000311,C,142.28,1,N,22765.62,22755.40
2026-05-16,2000311,4000311,C,612.07,33,N,22116.82,22113.52
2026-04-22,2000081,4000081,D,1415.38,21,N,10717.83,10692.02
2026-05-10,2000069,4000069,D,342.67,2,N,21567.04,21564.01
2026-04-03,2000069,4000069,D,651.80,5,N,20915.24,20904.81
2026-04-05,2000082,4000082,C,1582.02,21,N,19783.19,19781.03
2026-04-26,2000082,4000082,D,1696.64,5,N,18086.55,18063.68
2026-04-20,2000398,4000398,C,46.25,33,N,512.49,495.19
2026-04-09,2000389,4000389,D,410.14,5,N,0.00,0.00
2026-03-05,2000424,4000424,D,581.87,8,N,0.00,0.00
2026-04-23,2000424,4000424,C,456.95,21,N,456.95,432.30
2026-04-27,2000424,4000424,C,647.17,2,N,1104.11,1102.08
2026-05-01,2000123,4000123,C,1626.11,1,N,6957.23,6957.09
2026-03-24,2000123,4000123,C,977.89,5,N,7935.12,7904.86
2026-03-08,2000123,4000123,D,1526.21,8,N,6408.91,6407.40
2026-03-23,2000123,4000123,C,463.64,21,N,6872.55,6834.54
2026-03-09,2000404,4000404,C,647.04,33,N,688.08,673.53
2026-05-21,2000318,4000318,C,782.89,8,N,561.43,544.58
2026-05-16,2000318,4000318,D,493.50,8,N,492.30,462.77
2026-05-11,2000318,4000318,D,191.79,33,N,117.74,112.32
2026-05-06,2000318,4000318,C,611.76,1,N,165.72,138.64
2026-05-05,2000179,4000179,C,1417.19,21,N,13356.49,13327.32
2026-05-17,2000179,4000179,D,798.09,33,N,12558.39,12548.91
2026-03-17,2000354,4000354,D,86.43,8,N,88.36,72.68
2026-04-11,2000468,4000468,C,243.57,12,N,1865.96,1832.34
2026-03-11,2000386,4000386,C,435.43,1,N,916.62,905.60
2026-04-27,2000386,4000386,C,617.93,12,N,1534.55,1527.26
2026-05-04,2000112,4000112,D,1528.37,5,N,16613.14,16611.79
2026-04-03,2000112,4000112,C,546.70,12,N,17159.84,17145.51
2026-05-21,2000324,4000324,D,599.78,2,N,5358.49,5356.58
2026-05-16,2000324,4000324,C,310.01,33,N,5189.51,5176.25
2026-05-11,2000324,4000324,D,676.38,1,N,5388.48,5372.53
2026-05-06,2000324,4000324,D,447.42,33,N,4873.79,4865.63
2026-05-01,2000324,4000324,D,555.02,2,N,4820.35,4796.23
2026-04-26,2000324,4000324,C,670.69,8,N,5012.10,5011.96
2026-04-29,2000038,4000038,C,1795.54,8,N,11819.52,11812.05
2026-05-21,2000208,4000208,D,519.11,1,N,2651.00,2636.02
2026-05-16,2000208,4000208,D,574.09,33,N,2548.19,2534.83
2026-05-11,2000208,4000208,D,589.29,8,N,2144.89,2121.64
2026-05-06,2000208,4000208,D,204.74,8,N,2830.52,2807.73
2026-05-01,2000208,4000208,C,434.21,33,N,2802.75,2786.07
2026-04-26,2000208,4000208,C,894.79,33,N,2218.11,2201.77
2026-05-21,2000197,4000197,D,340.67,1,N,606.82,582.38
2026-05-16,2000197,4000197,C,783.76,33,N,544.27,524.07
2026-05-11,2000197,4000197,D,417.15,1,N,1150.92,1130.44
2026-05-06,2000197,4000197,C,270.77,8,N,966.53,942.25
2026-04-07,2000175,4000175,C,710.66,1,N,3759.09,3732.38
2026-05-04,2000175,4000175,D,1115.14,1,N,2643.95,2617.23
2026-04-17,2000049,4000049,C,867.66,1,N,20512.58,20505.98
2026-05-21,2000246,4000246,D,662.44,2,N,239.12,233.27
2026-05-16,2000246,4000246,C,440.34,33,N,179.10,173.86
2026-05-11,2000246,4000246,D,152.75,8,N,0.00,0.00
2026-05-06,2000246,4000246,D,116.75,2,N,659.89,639.97
2026-03-05,2000454,4000454,D,485.21,21,N,0.00,0.00
2026-04-16,2000454,4000454,C,327.21,5,N,327.21,316.24
2026-05-21,2000250,4000250,C,680.74,1,N,5516.54,5502.14
2026-05-16,2000250,4000250,C,90.58,8,N,5329.34,5298.74
2026-05-11,2000250,4000250,D,451.15,2,N,6118.39,6110.40
2026-05-06,2000250,4000250,C,341.55,2,N,5257.80,5248.70
2026-05-01,2000250,4000250,D,515.12,8,N,4711.26,4697.88
2026-04-26,2000250,4000250,D,330.46,1,N,5251.46,5239.48
2026-04-27,2000490,4000490,D,60.45,12,N,380.64,372.04
2026-04-22,2000490,4000490,D,445.15,12,N,0.00,0.00
2026-03-05,2000482,4000482,C,712.82,12,N,2079.07,2062.28
2026-05-21,2000219,4000219,C,285.74,8,N,704.99,703.53
2026-05-16,2000219,4000219,D,210.12,1,N,641.36,637.23
2026-05-11,2000219,4000219,C,326.76,8,N,0.00,0.00
2026-05-06,2000219,4000219,D,196.19,1,N,1367.71,1356.12
2026-05-01,2000219,4000219,C,329.52,8,N,1053.50,1034.67
2026-04-26,2000219,4000219,D,472.08,1,N,441.05,417.49
2026-04-30,2000382,4000382,D,242.96,21,N,0.00,0.00
2026-05-10,2000382,4000382,D,638.96,21,N,0.00,0.00
2026-03-06,2000415,4000415,D,592.49,2,N,0.00,0.00
2026-05-11,2000415,4000415,D,217.36,33,N,0.00,0.00
2026-05-15,2000010,4000010,D,1003.33,1,N,18697.51,18682.23
2026-03-29,2000027,4000027,C,1473.15,33,N,13084.68,13057.67
2026-04-06,2000027,4000027,C,346.53,21,N,13431.21,13396.35
2026-04-12,2000027,4000027,C,1454.83,8,N,14886.04,14859.97
2026-05-21,2000299,4000299,D,170.37,1,N,2908.05,2890.26
2026-05-16,2000299,4000299,D,279.25,2,N,2763.68,2737.54
2026-05-11,2000299,4000299,C,709.35,2,N,3059.77,3029.29
2026-05-06,2000299,4000299,D,456.06,33,N,3773.83,3744.36
2026-05-01,2000299,4000299,C,824.11,1,N,2865.06,2834.30
2026-04-26,2000299,4000299,D,664.96,2,N,2026.77,2014.35
2026-04-21,2000299,4000299,D,866.45,33,N,3749.35,3747.02
2026-04-16,2000299,4000299,D,299.37,2,N,3588.14,3565.67
2026-03-13,2000410,4000410,D,109.64,5,N,112.99,83.74
2026-05-21,2000289,4000289,C,529.37,33,N,2472.43,2470.14
2026-05-16,2000289,4000289,C,753.74,2,N,2329.95,2299.15
2026-03-25,2000390,4000390,D,219.72,2,N,200.48,192.41
2026-04-03,2000390,4000390,D,336.82,8,N,0.00,0.00
2026-03-27,2000390,4000390,C,59.63,21,N,59.63,51.31
2026-03-08,2000177,4000177,C,1646.07,1,N,10227.32,10226.11
2026-04-04,2000177,4000177,D,945.94,5,N,9281.38,9278.04
2026-03-09,2000466,4000466,D,83.31,33,N,1292.35,1265.54
2026-05-12,2000381,4000381,D,108.96,1,N,301.01,285.90
2026-04-16,2000402,4000402,D,519.65,8,N,0.00,0.00
2026-04-08,2000402,4000402,D,572.34,5,N,0.00,0.00
2026-04-09,2000434,4000434,D,398.45,1,N,0.00,0.00
2026-04-13,2000434,4000434,D,111.92,12,N,0.00,0.00
2026-04-30,2000350,4000350,D,79.67,1,N,154.55,127.17
2026-04-25,2000021,4000021,D,416.77,5,S,11288.56,11288.46
2026-03-14,2000021,4000021,C,1549.03,21,N,12837.59,12802.61
2026-05-11,2000106,4000106,C,175.60,12,N,17347.24,17326.00
2026-04-13,2000130,4000130,C,1500.20,33,N,9616.40,9600.37
2026-04-15,2000130,4000130,C,848.23,33,N,10464.63,10457.13
2026-04-03,2000452,4000452,D,125.80,5,N,701.02,669.33
2026-03-18,2000452,4000452,D,306.49,21,N,394.53,371.48
2026-04-09,2000452,4000452,D,90.63,12,N,303.90,294.09
2026-05-21,2000234,4000234,C,457.47,2,N,14661.44,14634.35
2026-05-16,2000234,4000234,C,211.80,1,N,14191.05,14174.65
2026-05-11,2000234,4000234,C,781.38,1,N,15159.54,15142.53
2026-05-06,2000234,4000234,C,660.02,33,N,14628.55,14599.59
2026-05-08,2000097,4000097,C,751.25,1,N,19812.16,19781.94
2026-05-21,2000218,4000218,C,354.85,33,N,19843.51,19820.38
2026-05-16,2000218,4000218,C,341.83,2,N,19272.58,19268.29
2026-05-11,2000218,4000218,D,446.59,8,N,19898.82,19893.63
2026-05-06,2000218,4000218,D,373.45,1,N,19247.84,19219.94
2026-05-01,2000218,4000218,C,540.95,2,N,19791.92,19778.60
2026-04-26,2000218,4000218,D,860.64,2,N,19922.25,19910.56
2026-04-21,2000218,4000218,C,427.02,1,N,19018.48,18989.14
2026-04-16,2000218,4000218,D,654.26,8,N,19629.23,19623.70
2026-03-10,2000349,4000349,D,647.91,2,N,0.00,0.00
2026-03-05,2000176,4000176,D,253.08,5,N,9379.49,9355.08
2026-05-12,2000136,4000136,C,827.14,2,N,10274.22,10262.92
2026-04-20,2000136,4000136,C,790.07,8,N,11064.29,11052.33
2026-03-14,2000093,4000093,C,785.51,21,N,12740.16,12701.56
2026-05-03,2000093,4000093,D,553.83,8,N,12186.33,12146.44
2026-05-07,2000093,4000093,D,1646.05,21,N,10540.28,10505.58
2026-04-26,2000440,4000440,D,180.44,1,N,371.47,364.57
2026-05-21,2000217,4000217,D,690.44,1,N,693.61,692.56
2026-05-16,2000217,4000217,C,559.39,8,N,634.44,606.40
2026-05-21,2000305,4000305,D,292.83,33,N,3584.95,3553.57
2026-05-16,2000305,4000305,C,480.36,33,N,3364.50,3354.77
2026-05-11,2000305,4000305,C,752.57,2,N,3899.60,3886.04
2026-05-06,2000305,4000305,C,328.12,2,N,3244.92,3234.88
2026-04-17,2000011,4000011,D,900.29,5,N,11336.95,11327.73
